t[fs] λDe[Å] λDt[Å] Γe Γp ΓO
-30.0 NaN NaN NaN NaN NaN
-25.0 NaN NaN NaN NaN NaN
-20.0 NaN NaN NaN NaN NaN
-14.999999999999998 114.83061027076059 2.0502955053410448 0.002177670894293386 0.9666626359221093 7.112652846035232
-10.0 12.788190785171684 0.4049009378411157 0.025263777287293083 1.8297555207662264 29.256923675069586
-4.9999999999999964 4.712041652731361 0.2067369935410344 0.060340132466805044 3.1221211888756057 39.514267468889756
3.552713678800501e-15 2.737293529879779 0.15976623831045147 0.08867897179699816 3.542140716168992 36.45352299227216
4.9999999999999964 2.3158321262416064 0.1496735592460082 0.09638879468912784 2.4773808633956267 39.763748776803695
10.0 2.2178414340933226 0.1566332142608782 0.09565004780017812 1.9195676143641687 35.19191545388571
15.0 2.080052020533199 0.1649343357496893 0.1022913979776323 1.8419986031696756 31.101199941192608
20.000000000000004 1.9394520053727302 0.16908567537331007 0.11216516388116782 1.7730947971009687 29.559022392324035
25.0 1.831472489387884 0.17356886141102218 0.12137209075052562 1.6985152374011876 28.004084281713762
30.000000000000004 1.7447953245156402 0.1806469805716589 0.12993254008005264 1.6578241083896061 25.877468508894076
34.99999999999999 1.6814833887263076 0.18792597969065228 0.13684464026207346 1.5962064720990152 24.003868935970985
39.99999999999999 1.622518469603648 0.19085979688606342 0.14395155432358953 1.5519510020305722 23.201695362120674
45.0 1.5740219523032053 0.19560687830750448 0.1503330617424186 1.4922196521343363 22.288312285722874
49.99999999999999 1.5369743568365128 0.1987883424845548 0.15553066096349563 1.4396631696825855 21.755403622895848
55.0 1.5057900340833994 0.2025191414827266 0.16019479382322369 1.3959925554144843 21.016663785774377
60.00000000000001 1.475687405670188 0.20629894120174574 0.1649948176061814 1.3349158040411238 20.440366729549982
65.0 1.4534851135549867 0.20961132508538527 0.16870063632156437 1.291448139915725 19.822485756317352
70.0 1.4333600945341227 0.2126782115561582 0.1721731575698092 1.2443556501576378 19.399028926921233
75.0 1.4148608786047887 0.21697586099790225 0.1754483958426799 1.1908155896276118 18.751848571102553
80.0 1.3969841812827222 0.2206801064998439 0.17879902735052203 1.162412313312358 18.230955017305686
85.00000000000001 1.383354585248404 0.22235022460431467 0.18144172479512624 1.1236571669107616 17.945266521108643
90.0 1.3715255271434137 0.22267412243847792 0.1837765995820042 1.0842910518689926 18.032983024286274
95.00000000000001 1.3614811910804356 0.22630584524790462 0.1857339600082227 1.0484762344817966 17.503531514398162
99.99999999999999 1.3532200281053637 0.22735499633401693 0.18748495822730482 1.0073577216108807 17.44664428668316
105.0 1.3448940575974742 0.22914739193910413 0.18922344216063705 0.9865429733792263 17.16659604832537
109.99999999999999 1.3371237102388869 0.22963469902991515 0.19078892667564737 0.971013126609019 17.11132460434392
115.0 1.330430011510633 0.2293573572865585 0.19223213877053735 0.9368682771747557 17.223891297462448
120.0 1.3245869369016312 0.23215480436214378 0.1935668923705725 0.9185220876137231 16.937690640394052
125.0 1.3185485887487036 0.23183755172201562 0.1948536726508765 0.9047224186407506 17.087896320715423
130.0 1.3128403065810872 0.23396823767256947 0.19616280047438994 0.8753415507546661 16.81305225735927
135.0 1.307209989816891 0.2368992135206902 0.19746579327130764 0.8727595486538053 16.41345365081053
140.0 1.301047414200512 0.23915756979010214 0.19900845269504258 0.8429192709104177 16.183104520542976
