# # q/A,10.0fs,20.0fs,30.0fs,40.0fs,50.0fs,60.0fs,70.0fs,80.0fs,90.0fs,100.0fs,110.0
# 
1.41698781,0.00276930,0.00274953,0.00285805,0.00301843,0.00321341,0.00340390,0.00346298,0.00346622,0.00338597,0.00326344,0.00325469
1.42440660,0.00281010,0.00279591,0.00285929,0.00303487,0.00323098,0.00341742,0.00347557,0.00346841,0.00338610,0.00325436,0.00325288
1.43182538,0.00282884,0.00279200,0.00287741,0.00305443,0.00325820,0.00342873,0.00348008,0.00347185,0.00338301,0.00326900,0.00326514
1.43924417,0.00286006,0.00284756,0.00292195,0.00306173,0.00325739,0.00342987,0.00348138,0.00346149,0.00338092,0.00326598,0.00326528
1.44666295,0.00292344,0.00289713,0.00296585,0.00310952,0.00329437,0.00345072,0.00349385,0.00346682,0.00338780,0.00328346,0.00327920
1.45408174,0.00292673,0.00287933,0.00295027,0.00312208,0.00329945,0.00345847,0.00350416,0.00346470,0.00338277,0.00327977,0.00326848
1.46150052,0.00291659,0.00288851,0.00299139,0.00315508,0.00331258,0.00346403,0.00350554,0.00347714,0.00339524,0.00329834,0.00328511
1.46891931,0.00298882,0.00295483,0.00301260,0.00317448,0.00333458,0.00348433,0.00352130,0.00348002,0.00339679,0.00329753,0.00327998
1.47633809,0.00301870,0.00298367,0.00304547,0.00317528,0.00335102,0.00350843,0.00352975,0.00348228,0.00339831,0.00330939,0.00329283
1.48375687,0.00304417,0.00305643,0.00306584,0.00320519,0.00337808,0.00352028,0.00353842,0.00348249,0.00339655,0.00331115,0.00329704
1.49117566,0.00306921,0.00306247,0.00312371,0.00324562,0.00339851,0.00353396,0.00355272,0.00348857,0.00340341,0.00331882,0.00330203
1.49859444,0.00310954,0.00309178,0.00313868,0.00327511,0.00341860,0.00356035,0.00357486,0.00350291,0.00341439,0.00332614,0.00332176
1.50601323,0.00315272,0.00312995,0.00320013,0.00330236,0.00343563,0.00356673,0.00358240,0.00351397,0.00342495,0.00334444,0.00332881
1.51343201,0.00319381,0.00316928,0.00321047,0.00331939,0.00345940,0.00358195,0.00359338,0.00351569,0.00342380,0.00334660,0.00332312
1.52085080,0.00321541,0.00319085,0.00321848,0.00333586,0.00348468,0.00359773,0.00360400,0.00351284,0.00342589,0.00335440,0.00333858
1.52826958,0.00323957,0.00323031,0.00324953,0.00337313,0.00349314,0.00360305,0.00360714,0.00351073,0.00342339,0.00335787,0.00333439
1.53568836,0.00331058,0.00329363,0.00330449,0.00339960,0.00352699,0.00363683,0.00362897,0.00352460,0.00343758,0.00336576,0.00335421
1.54310715,0.00330055,0.00330663,0.00333308,0.00344207,0.00355205,0.00364654,0.00363883,0.00352094,0.00343599,0.00337197,0.00334769
1.55052593,0.00335716,0.00335039,0.00335588,0.00346401,0.00358210,0.00367191,0.00365704,0.00354372,0.00345234,0.00339296,0.00336518
1.55794472,0.00338264,0.00336641,0.00339903,0.00350320,0.00360440,0.00368467,0.00366541,0.00354842,0.00346040,0.00340561,0.00337750
1.56536350,0.00344984,0.00343722,0.00342050,0.00352753,0.00362672,0.00370881,0.00368951,0.00357002,0.00347465,0.00340347,0.00338263
1.57278229,0.00347224,0.00343874,0.00344649,0.00355351,0.00364991,0.00372053,0.00370000,0.00357047,0.00347972,0.00342239,0.00339529
1.58020107,0.00352370,0.00351905,0.00349162,0.00357409,0.00367270,0.00373921,0.00370966,0.00357630,0.00348441,0.00341996,0.00339908
1.58761986,0.00354453,0.00351818,0.00353714,0.00361184,0.00369649,0.00376021,0.00372547,0.00358610,0.00349216,0.00343504,0.00341108
1.59503864,0.00359660,0.00358489,0.00358665,0.00366225,0.00372558,0.00377367,0.00374210,0.00360254,0.00350663,0.00345198,0.00341944
1.60245742,0.00361890,0.00362246,0.00361994,0.00367013,0.00375269,0.00379443,0.00374877,0.00360120,0.00351249,0.00346060,0.00343027
1.60987621,0.00366358,0.00368196,0.00363255,0.00370841,0.00377487,0.00381678,0.00376390,0.00360137,0.00351312,0.00347573,0.00343857
1.61729499,0.00370273,0.00369389,0.00369354,0.00374161,0.00380550,0.00383652,0.00377442,0.00360520,0.00351162,0.00347406,0.00344170
1.62471378,0.00375114,0.00372316,0.00371874,0.00378299,0.00383112,0.00385223,0.00379569,0.00361874,0.00352069,0.00348877,0.00345149
1.63213256,0.00380972,0.00379832,0.00378629,0.00381317,0.00386489,0.00387979,0.00381687,0.00362286,0.00352304,0.00348888,0.00346024
1.63955135,0.00385004,0.00386736,0.00382403,0.00386495,0.00389504,0.00389724,0.00382950,0.00363317,0.00353709,0.00351254,0.00347292
1.64697013,0.00387761,0.00387156,0.00387135,0.00390167,0.00391824,0.00392374,0.00384761,0.00364434,0.00354435,0.00351246,0.00348225
1.65438891,0.00392978,0.00392202,0.00392170,0.00392495,0.00394584,0.00394279,0.00385722,0.00364595,0.00355026,0.00353636,0.00349970
1.66180770,0.00398462,0.00400437,0.00399482,0.00397666,0.00397308,0.00397375,0.00388008,0.00366042,0.00355972,0.00354637,0.00350922
1.66922648,0.00400906,0.00399429,0.00400026,0.00397788,0.00400439,0.00399251,0.00389214,0.00367228,0.00356868,0.00355229,0.00351293
1.67664527,0.00408152,0.00405907,0.00402478,0.00403318,0.00403521,0.00400930,0.00391335,0.00367499,0.00357111,0.00356279,0.00352191
1.68406405,0.00407918,0.00408487,0.00408296,0.00408850,0.00406039,0.00403421,0.00391744,0.00368104,0.00357372,0.00356812,0.00351836
1.69148284,0.00417817,0.00418937,0.00414039,0.00414642,0.00409551,0.00405137,0.00394412,0.00369314,0.00359104,0.00358695,0.00354582
1.69890162,0.00421909,0.00423252,0.00419170,0.00415596,0.00414322,0.00408801,0.00397276,0.00370721,0.00360800,0.00360147,0.00355455
1.70632041,0.00424101,0.00426722,0.00421717,0.00420425,0.00416974,0.00410896,0.00398869,0.00372141,0.00362000,0.00361806,0.00357129
1.71373919,0.00429966,0.00431250,0.00428703,0.00424863,0.00419111,0.00412633,0.00399988,0.00373421,0.00361643,0.00362658,0.00357795
1.72115797,0.00437300,0.00436409,0.00433502,0.00430515,0.00423925,0.00415565,0.00402418,0.00374924,0.00363726,0.00365103,0.00359148
1.72857676,0.00441343,0.00441939,0.00438354,0.00433904,0.00427001,0.00418280,0.00404518,0.00375415,0.00364521,0.00365609,0.00359931
1.73599554,0.00446872,0.00449189,0.00442037,0.00437142,0.00430092,0.00420077,0.00405893,0.00377069,0.00365772,0.00367373,0.00361855
1.74341433,0.00451472,0.00454307,0.00449058,0.00442913,0.00434227,0.00423034,0.00408318,0.00378076,0.00366246,0.00368222,0.00362622
1.75083311,0.00455142,0.00459212,0.00455295,0.00444561,0.00437329,0.00425307,0.00410259,0.00379732,0.00367623,0.00369912,0.00363339
1.75825190,0.00464115,0.00463558,0.00460937,0.00451074,0.00441249,0.00428076,0.00412332,0.00380783,0.00368420,0.00370324,0.00364180
1.76567068,0.00468614,0.00470107,0.00461904,0.00455467,0.00443712,0.00430553,0.00414249,0.00382527,0.00370292,0.00372713,0.00366557
1.77308946,0.00474492,0.00479635,0.00470472,0.00460848,0.00448051,0.00433163,0.00416116,0.00383070,0.00371401,0.00374484,0.00367590
1.78050825,0.00479076,0.00480488,0.00473900,0.00464148,0.00450641,0.00435172,0.00417853,0.00383596,0.00371544,0.00374867,0.00368074
1.78792703,0.00483365,0.00486770,0.00478193,0.00467190,0.00455133,0.00437552,0.00419281,0.00385298,0.00373074,0.00376899,0.00369485
1.79534582,0.00492441,0.00494597,0.00484524,0.00474957,0.00459118,0.00441273,0.00421774,0.00385744,0.00373389,0.00378412,0.00370834
1.80276460,0.00497356,0.00499266,0.00490057,0.00477690,0.00463106,0.00444029,0.00424136,0.00388374,0.00374451,0.00379147,0.00371794
1.81018339,0.00501635,0.00504303,0.00494989,0.00480546,0.00466001,0.00446569,0.00426776,0.00389306,0.00376084,0.00380748,0.00373387
1.81760217,0.00505640,0.00506745,0.00500367,0.00485500,0.00469338,0.00448164,0.00427872,0.00389532,0.00376766,0.00381563,0.00374640
1.82502096,0.00513591,0.00518221,0.00505820,0.00492388,0.00473607,0.00451606,0.00430295,0.00391531,0.00377511,0.00383407,0.00376124
1.83243974,0.00517111,0.00519911,0.00510008,0.00494898,0.00476903,0.00453305,0.00432117,0.00392471,0.00378922,0.00384475,0.00376575
1.83985852,0.00521993,0.00525929,0.00516409,0.00500260,0.00479572,0.00456720,0.00434294,0.00394394,0.00380606,0.00386928,0.00378849
1.84727731,0.00528647,0.00532559,0.00523287,0.00504794,0.00483503,0.00458541,0.00436162,0.00396092,0.00381502,0.00387664,0.00379635
1.85469609,0.00537590,0.00538618,0.00528339,0.00511698,0.00488469,0.00462683,0.00439457,0.00397382,0.00383507,0.00390107,0.00381204
1.86211488,0.00543781,0.00543263,0.00535127,0.00516499,0.00491934,0.00465573,0.00441914,0.00399020,0.00384504,0.00391598,0.00382934
1.86953366,0.00547571,0.00550202,0.00542235,0.00519892,0.00496592,0.00468620,0.00444213,0.00401365,0.00387042,0.00394098,0.00385071
1.87695245,0.00554376,0.00557082,0.00546431,0.00527368,0.00499935,0.00471005,0.00446483,0.00402764,0.00387920,0.00394699,0.00385942
1.88437123,0.00556775,0.00562243,0.00548370,0.00530582,0.00503575,0.00473515,0.00447523,0.00402799,0.00387831,0.00395584,0.00386425
1.89179001,0.00564926,0.00568069,0.00557296,0.00534022,0.00507306,0.00477459,0.00451484,0.00405516,0.00390897,0.00399094,0.00389995
1.89920880,0.00569830,0.00573247,0.00561036,0.00539442,0.00510407,0.00479421,0.00452771,0.00406311,0.00390952,0.00399093,0.00389489
1.90662758,0.00576909,0.00579558,0.00565823,0.00542224,0.00512593,0.00480592,0.00453902,0.00407681,0.00392098,0.00400863,0.00390939
1.91404637,0.00580521,0.00586227,0.00572652,0.00547084,0.00516316,0.00483246,0.00455839,0.00408414,0.00393030,0.00401225,0.00392245
1.92146515,0.00584573,0.00587588,0.00575079,0.00549194,0.00519349,0.00485388,0.00457056,0.00409968,0.00393817,0.00402659,0.00392610
1.92888394,0.00589415,0.00595977,0.00583247,0.00554586,0.00522872,0.00487352,0.00459633,0.00410811,0.00395327,0.00404229,0.00394429
1.93630272,0.00595668,0.00598013,0.00583578,0.00558625,0.00525144,0.00489290,0.00460558,0.00411542,0.00395934,0.00406467,0.00395488
1.94372151,0.00600598,0.00605334,0.00590968,0.00562321,0.00529479,0.00492278,0.00463172,0.00413221,0.00397127,0.00406266,0.00396101
1.95114029,0.00605673,0.00613909,0.00596051,0.00566954,0.00532027,0.00494135,0.00464403,0.00413985,0.00397656,0.00407822,0.00397582
1.95855907,0.00609288,0.00613777,0.00599415,0.00569176,0.00535373,0.00496969,0.00466458,0.00415188,0.00398760,0.00408804,0.00398152
1.96597786,0.00613231,0.00617951,0.00602225,0.00572444,0.00536499,0.00496884,0.00466788,0.00415941,0.00399397,0.00410068,0.00399384
1.97339664,0.00615208,0.00617678,0.00606035,0.00578046,0.00538701,0.00498328,0.00467947,0.00416734,0.00399901,0.00410471,0.00399578
1.98081543,0.00619848,0.00625286,0.00608857,0.00578795,0.00541178,0.00499656,0.00469368,0.00417945,0.00400467,0.00411435,0.00400793
1.98823421,0.00623573,0.00630497,0.00610580,0.00580554,0.00543359,0.00501563,0.00470383,0.00418351,0.00401261,0.00411936,0.00401526
1.99565300,0.00625446,0.00633573,0.00614678,0.00583695,0.00544867,0.00502470,0.00471166,0.00418436,0.00401386,0.00412476,0.00401374
2.00307178,0.00628696,0.00634913,0.00616439,0.00586014,0.00546584,0.00503392,0.00471950,0.00418754,0.00402305,0.00413795,0.00403003
2.01049056,0.00632857,0.00639813,0.00622878,0.00588460,0.00548388,0.00504781,0.00472109,0.00419655,0.00402209,0.00414447,0.00403178
2.01790935,0.00634137,0.00637485,0.00624170,0.00590387,0.00549891,0.00505501,0.00472990,0.00419432,0.00402918,0.00414552,0.00403728
2.02532813,0.00636615,0.00639771,0.00622412,0.00589847,0.00549494,0.00505257,0.00472597,0.00418605,0.00402029,0.00414245,0.00403476
2.03274692,0.00639522,0.00643315,0.00627536,0.00592577,0.00550907,0.00505570,0.00472760,0.00419099,0.00401957,0.00414576,0.00403742
2.04016570,0.00638775,0.00644544,0.00626330,0.00592674,0.00551765,0.00506286,0.00473358,0.00419348,0.00402513,0.00415141,0.00404681
2.04758449,0.00639692,0.00646732,0.00626656,0.00595765,0.00551765,0.00506024,0.00473109,0.00418864,0.00402006,0.00414821,0.00403983
2.05500327,0.00642390,0.00645335,0.00629674,0.00595553,0.00552143,0.00505929,0.00472499,0.00418026,0.00401461,0.00414164,0.00403530
2.06242205,0.00641193,0.00649638,0.00629729,0.00595541,0.00551676,0.00504860,0.00472125,0.00418561,0.00401506,0.00413731,0.00403653
2.06984084,0.00641319,0.00649220,0.00632089,0.00595348,0.00551610,0.00505064,0.00471741,0.00417278,0.00400692,0.00413770,0.00403813
2.07725962,0.00642880,0.00647818,0.00630529,0.00592482,0.00550320,0.00504139,0.00470735,0.00416918,0.00400233,0.00413760,0.00402996
2.08467841,0.00644293,0.00645603,0.00629038,0.00594381,0.00548416,0.00502077,0.00469300,0.00414778,0.00398664,0.00412479,0.00402427
2.09209719,0.00639531,0.00646498,0.00628550,0.00594035,0.00549155,0.00502276,0.00468969,0.00414646,0.00398515,0.00412404,0.00402742
2.09951598,0.00640250,0.00645738,0.00628117,0.00591125,0.00547297,0.00500795,0.00467789,0.00414030,0.00397587,0.00410675,0.00401878
2.10693476,0.00637433,0.00643949,0.00625632,0.00589708,0.00545416,0.00498046,0.00466084,0.00412680,0.00396549,0.00409755,0.00400644
2.11435355,0.00637478,0.00642802,0.00623540,0.00587875,0.00543872,0.00497154,0.00464588,0.00411982,0.00396167,0.00408937,0.00399427
2.12177233,0.00634029,0.00638096,0.00621350,0.00585732,0.00542046,0.00495018,0.00462744,0.00410748,0.00394543,0.00406781,0.00397682
2.12919111,0.00630775,0.00636823,0.00618293,0.00583296,0.00539682,0.00492878,0.00460704,0.00408928,0.00393190,0.00406265,0.00397552
2.13660990,0.00630020,0.00635442,0.00617041,0.00582552,0.00538108,0.00491858,0.00459538,0.00407600,0.00392126,0.00403965,0.00395821
2.14402868,0.00629620,0.00633954,0.00614903,0.00581594,0.00536722,0.00490690,0.00458840,0.00407179,0.00392011,0.00404511,0.00396388
2.15144747,0.00626419,0.00629891,0.00613365,0.00576210,0.00533386,0.00487462,0.00456005,0.00404747,0.00389537,0.00402302,0.00394264
2.15886625,0.00622321,0.00630947,0.00610212,0.00573029,0.00530690,0.00484832,0.00453947,0.00403616,0.00388767,0.00401438,0.00393150
2.16628504,0.00622432,0.00624988,0.00608277,0.00572418,0.00529312,0.00483431,0.00453066,0.00403033,0.00388483,0.00400753,0.00392687
2.17370382,0.00618537,0.00624719,0.00605454,0.00571753,0.00527226,0.00482570,0.00451666,0.00402652,0.00387264,0.00399795,0.00392110
2.18112260,0.00617070,0.00620996,0.00605947,0.00570191,0.00525889,0.00480797,0.00450962,0.00402315,0.00387556,0.00399286,0.00391674
2.18854139,0.00611426,0.00616007,0.00599255,0.00563998,0.00520860,0.00476485,0.00446606,0.00399020,0.00384365,0.00396260,0.00389657
2.19596017,0.00605898,0.00611849,0.00594835,0.00559172,0.00517370,0.00472159,0.00443361,0.00396134,0.00381818,0.00393284,0.00386516
2.20337896,0.00601682,0.00604528,0.00586283,0.00555617,0.00512763,0.00469254,0.00440257,0.00393871,0.00380000,0.00391472,0.00384926
2.21079774,0.00596692,0.00600691,0.00583150,0.00549563,0.00508841,0.00465497,0.00436816,0.00391226,0.00377526,0.00388885,0.00382354
2.21821653,0.00592337,0.00597625,0.00579819,0.00546322,0.00504817,0.00461755,0.00434052,0.00389122,0.00375423,0.00386891,0.00380795
2.22563531,0.00589805,0.00593479,0.00573375,0.00542209,0.00500526,0.00458288,0.00431522,0.00387417,0.00373604,0.00384182,0.00378537
2.23305410,0.00581800,0.00589966,0.00567647,0.00537776,0.00496655,0.00455271,0.00428349,0.00384880,0.00371839,0.00382751,0.00376744
2.24047288,0.00576737,0.00580092,0.00564244,0.00532952,0.00492034,0.00451580,0.00424575,0.00382287,0.00369067,0.00379726,0.00374677
2.24789166,0.00570991,0.00574792,0.00559092,0.00527054,0.00487941,0.00447735,0.00421585,0.00379909,0.00366864,0.00376855,0.00372349
2.25531045,0.00564524,0.00569824,0.00552818,0.00521662,0.00484098,0.00444170,0.00418470,0.00377217,0.00365087,0.00375055,0.00369742
2.26272923,0.00563425,0.00567384,0.00552572,0.00520009,0.00483055,0.00442936,0.00418364,0.00377878,0.00365016,0.00375301,0.00371108
2.27014802,0.00558560,0.00561491,0.00546163,0.00516283,0.00478284,0.00438965,0.00414515,0.00374931,0.00362961,0.00372669,0.00368279
2.27756680,0.00551426,0.00556230,0.00538863,0.00511535,0.00472313,0.00433809,0.00410290,0.00371627,0.00360075,0.00369526,0.00365931
2.28498559,0.00547372,0.00551658,0.00534411,0.00503672,0.00468071,0.00430413,0.00407032,0.00369253,0.00357744,0.00366749,0.00362992
2.29240437,0.00537046,0.00540420,0.00526374,0.00498585,0.00462527,0.00425518,0.00402836,0.00366596,0.00354729,0.00363151,0.00360141
2.29982315,0.00533241,0.00537752,0.00521177,0.00494151,0.00457619,0.00421472,0.00399780,0.00364321,0.00352415,0.00361075,0.00358215
2.30724194,0.00527999,0.00532602,0.00515540,0.00487911,0.00451642,0.00416459,0.00395178,0.00360420,0.00349133,0.00358070,0.00356034
2.31466072,0.00520566,0.00526227,0.00508774,0.00483574,0.00448497,0.00414233,0.00392752,0.00359072,0.00348024,0.00356354,0.00354555
2.32207951,0.00517590,0.00520731,0.00508795,0.00479878,0.00446079,0.00411970,0.00391747,0.00358174,0.00347808,0.00355548,0.00353610
2.32949829,0.00511321,0.00515187,0.00502246,0.00473862,0.00441927,0.00408494,0.00388417,0.00355927,0.00345328,0.00353325,0.00352144
2.33691708,0.00507486,0.00510772,0.00497447,0.00471334,0.00437871,0.00405294,0.00385676,0.00353884,0.00343954,0.00351435,0.00350070
2.34433586,0.00502091,0.00505659,0.00493341,0.00465123,0.00433588,0.00401051,0.00382241,0.00351293,0.00341147,0.00348635,0.00347838
2.35175465,0.00496386,0.00501658,0.00486544,0.00460328,0.00428460,0.00396429,0.00378694,0.00348852,0.00338620,0.00345705,0.00345106
2.35917343,0.00489560,0.00494299,0.00478943,0.00454058,0.00424566,0.00393609,0.00375611,0.00346443,0.00336672,0.00343279,0.00343304
2.36659221,0.00484290,0.00488412,0.00474189,0.00450688,0.00420109,0.00389611,0.00372467,0.00344552,0.00334978,0.00341178,0.00341132
2.37401100,0.00480859,0.00483465,0.00471085,0.00446135,0.00416401,0.00387472,0.00370266,0.00342637,0.00333524,0.00340092,0.00339988
2.38142978,0.00474954,0.00476854,0.00465183,0.00441492,0.00412809,0.00383779,0.00367555,0.00340644,0.00331516,0.00337811,0.00338488
2.38884857,0.00469461,0.00471842,0.00458982,0.00435860,0.00408286,0.00379702,0.00364175,0.00338106,0.00329163,0.00335277,0.00335971
2.39626735,0.00464999,0.00468141,0.00454507,0.00432423,0.00404615,0.00376790,0.00361495,0.00335873,0.00327636,0.00333704,0.00334977
2.40368614,0.00461253,0.00463577,0.00451267,0.00426904,0.00401219,0.00373867,0.00358973,0.00334057,0.00326191,0.00332445,0.00334225
2.41110492,0.00453964,0.00456006,0.00446047,0.00422808,0.00396979,0.00370175,0.00355773,0.00331414,0.00324253,0.00330404,0.00332539
2.41852370,0.00450310,0.00454874,0.00439747,0.00418435,0.00392352,0.00366452,0.00352736,0.00328899,0.00322034,0.00328360,0.00331373
2.42594249,0.00445506,0.00448342,0.00433863,0.00413118,0.00387842,0.00362603,0.00349524,0.00327527,0.00320057,0.00325810,0.00328832
2.43336127,0.00438393,0.00441316,0.00432302,0.00409910,0.00385725,0.00360759,0.00347125,0.00324709,0.00317922,0.00323662,0.00326954
2.44078006,0.00434798,0.00439677,0.00426060,0.00405476,0.00381251,0.00356468,0.00343663,0.00322184,0.00314896,0.00319848,0.00322747
2.44819884,0.00431730,0.00433691,0.00422176,0.00402123,0.00378142,0.00353869,0.00341778,0.00320588,0.00313017,0.00317264,0.00319914
2.45561763,0.00426999,0.00430360,0.00416761,0.00398114,0.00374662,0.00350912,0.00339213,0.00318296,0.00310717,0.00315342,0.00317310
2.46303641,0.00421220,0.00423353,0.00414201,0.00392992,0.00370324,0.00347395,0.00335902,0.00316121,0.00308266,0.00312052,0.00314334
2.47045520,0.00418248,0.00420169,0.00408930,0.00389186,0.00366254,0.00343663,0.00332822,0.00313808,0.00306372,0.00309929,0.00312008
2.47787398,0.00415029,0.00415168,0.00405473,0.00386360,0.00364209,0.00341454,0.00330644,0.00312657,0.00305310,0.00308574,0.00310599
2.48529276,0.00409787,0.00411018,0.00400489,0.00380319,0.00359966,0.00337380,0.00327454,0.00309184,0.00302444,0.00306036,0.00308071
2.49271155,0.00404653,0.00406937,0.00395879,0.00378438,0.00356369,0.00334561,0.00324536,0.00307648,0.00300069,0.00303378,0.00305950
2.50013033,0.00401885,0.00403559,0.00394487,0.00374867,0.00353458,0.00331621,0.00322412,0.00305992,0.00298907,0.00301596,0.00303776
2.50754912,0.00397051,0.00398979,0.00388900,0.00370371,0.00349563,0.00327878,0.00319296,0.00303850,0.00297000,0.00299599,0.00301768
2.51496790,0.00392850,0.00394439,0.00383256,0.00367123,0.00346228,0.00325370,0.00316952,0.00301550,0.00295005,0.00297333,0.00299821
2.52238669,0.00387752,0.00389819,0.00381299,0.00362215,0.00341635,0.00321464,0.00313456,0.00298594,0.00292116,0.00294535,0.00297044
2.52980547,0.00385364,0.00386435,0.00377005,0.00359188,0.00339365,0.00319063,0.00311036,0.00297092,0.00290264,0.00292519,0.00294966
2.53722425,0.00361897,0.00365046,0.00354688,0.00339246,0.00321206,0.00305177,0.00299080,0.00287869,0.00279470,0.00277533,0.00284952
2.54464304,0.00338354,0.00341624,0.00332145,0.00320853,0.00303175,0.00290432,0.00285975,0.00277971,0.00268117,0.00262398,0.00273825
2.55206182,0.00335329,0.00337925,0.00329665,0.00316480,0.00300453,0.00288127,0.00283995,0.00276095,0.00266391,0.00260336,0.00271715
2.55948061,0.00330891,0.00333266,0.00323259,0.00313435,0.00296124,0.00284083,0.00280563,0.00273477,0.00263299,0.00257756,0.00268976
2.56689939,0.00327072,0.00329121,0.00321669,0.00309229,0.00293008,0.00281159,0.00277808,0.00270961,0.00261017,0.00255402,0.00266631
2.57431818,0.00320611,0.00323773,0.00314884,0.00303983,0.00288069,0.00276412,0.00273516,0.00267169,0.00257880,0.00251963,0.00263156
2.58173696,0.00318057,0.00320837,0.00311078,0.00300347,0.00285276,0.00273706,0.00270958,0.00265274,0.00255943,0.00249955,0.00261118
2.58915575,0.00313581,0.00317138,0.00308378,0.00296506,0.00280558,0.00269113,0.00266884,0.00261919,0.00252715,0.00246826,0.00257583
2.59657453,0.00310934,0.00312442,0.00304377,0.00293361,0.00277826,0.00266693,0.00264940,0.00260477,0.00250966,0.00245219,0.00256000
2.60399331,0.00306168,0.00307543,0.00300382,0.00290515,0.00273688,0.00262553,0.00261261,0.00257567,0.00247906,0.00242377,0.00252724
2.61141210,0.00301951,0.00306398,0.00296079,0.00286367,0.00270774,0.00259576,0.00258341,0.00255157,0.00245754,0.00239968,0.00250665
2.61883088,0.00298392,0.00300647,0.00292754,0.00281861,0.00266390,0.00255454,0.00254615,0.00252004,0.00242839,0.00237114,0.00247514
2.62624967,0.00295090,0.00297871,0.00288421,0.00278802,0.00263155,0.00252754,0.00252023,0.00249784,0.00240525,0.00234926,0.00245022
2.63366845,0.00291878,0.00294376,0.00286358,0.00276451,0.00260172,0.00249581,0.00249312,0.00247772,0.00238645,0.00232798,0.00242961
2.64108724,0.00287929,0.00289481,0.00282895,0.00272960,0.00256464,0.00245968,0.00245878,0.00244738,0.00235747,0.00230102,0.00239833
2.64850602,0.00285155,0.00287915,0.00280827,0.00269739,0.00253544,0.00243394,0.00243609,0.00242595,0.00233554,0.00227836,0.00237973
2.65592480,0.00281100,0.00281897,0.00275162,0.00264872,0.00249596,0.00239710,0.00239921,0.00239416,0.00230629,0.00224726,0.00234714
2.66334359,0.00277809,0.00278464,0.00272334,0.00262334,0.00247034,0.00236860,0.00237838,0.00237348,0.00228844,0.00222843,0.00232447
2.67076237,0.00274708,0.00276652,0.00269722,0.00259867,0.00243786,0.00233803,0.00234641,0.00234895,0.00226546,0.00220474,0.00230238
2.67818116,0.00270459,0.00273982,0.00265475,0.00255839,0.00240401,0.00230605,0.00231655,0.00232380,0.00223911,0.00218144,0.00227563
2.68559994,0.00267818,0.00269416,0.00263988,0.00253298,0.00237950,0.00227863,0.00229273,0.00230183,0.00221639,0.00215710,0.00225095
2.69301873,0.00264556,0.00267300,0.00259793,0.00249721,0.00234361,0.00224581,0.00226053,0.00227501,0.00219052,0.00213252,0.00222632
2.70043751,0.00261158,0.00263875,0.00258362,0.00246699,0.00230912,0.00221342,0.00223112,0.00224926,0.00216433,0.00210597,0.00220114
2.70785630,0.00258488,0.00259605,0.00254421,0.00243529,0.00228571,0.00218841,0.00220781,0.00222551,0.00214368,0.00208399,0.00217629
2.71527508,0.00256468,0.00256811,0.00249565,0.00241279,0.00225556,0.00216313,0.00218215,0.00220484,0.00212231,0.00206598,0.00215509
2.72269386,0.00251799,0.00254339,0.00247698,0.00238126,0.00222548,0.00212957,0.00215093,0.00217549,0.00209380,0.00203812,0.00212205
2.73011265,0.00249282,0.00251089,0.00244678,0.00234588,0.00219807,0.00210245,0.00212407,0.00214927,0.00206870,0.00201299,0.00209844
2.73753143,0.00247385,0.00248163,0.00241966,0.00233295,0.00217141,0.00207811,0.00210195,0.00212901,0.00204737,0.00199426,0.00207559
2.74495022,0.00244471,0.00245740,0.00240689,0.00229468,0.00214522,0.00204801,0.00207307,0.00210226,0.00202530,0.00197175,0.00205315
2.75236900,0.00241231,0.00243970,0.00235891,0.00226836,0.00211426,0.00202043,0.00204581,0.00207523,0.00199708,0.00194600,0.00202598
2.75978779,0.00237963,0.00240949,0.00234018,0.00223987,0.00208836,0.00199366,0.00201876,0.00204701,0.00197030,0.00192179,0.00200150
2.76720657,0.00236161,0.00238386,0.00230759,0.00221342,0.00206546,0.00197051,0.00199687,0.00202785,0.00194812,0.00189904,0.00197942
2.77462535,0.00233631,0.00234474,0.00229590,0.00219378,0.00204448,0.00195014,0.00197445,0.00200108,0.00192714,0.00188101,0.00195491
2.78204414,0.00230874,0.00231760,0.00227238,0.00216787,0.00201624,0.00191990,0.00194783,0.00197810,0.00190274,0.00185886,0.00192836
2.78946292,0.00229186,0.00229616,0.00224548,0.00213297,0.00199049,0.00189504,0.00192243,0.00195207,0.00187836,0.00183588,0.00190261
2.79688171,0.00226037,0.00227449,0.00220705,0.00211102,0.00196459,0.00187016,0.00189690,0.00192651,0.00185351,0.00181217,0.00187381
2.80430049,0.00224081,0.00224743,0.00219054,0.00208980,0.00194078,0.00184464,0.00187165,0.00189979,0.00183083,0.00179292,0.00184772
2.81171928,0.00221734,0.00222278,0.00216397,0.00206270,0.00191740,0.00182269,0.00184817,0.00187869,0.00180767,0.00176971,0.00182441
2.81913806,0.00219491,0.00220339,0.00215260,0.00204638,0.00189198,0.00179795,0.00182340,0.00185251,0.00178434,0.00174874,0.00179794
2.82655685,0.00216866,0.00218437,0.00211079,0.00201723,0.00186941,0.00177615,0.00180194,0.00183186,0.00176229,0.00173008,0.00177308
2.83397563,0.00214590,0.00215257,0.00209735,0.00199990,0.00184839,0.00175913,0.00178202,0.00180570,0.00173639,0.00170482,0.00174897
2.84139441,0.00211905,0.00214042,0.00207530,0.00198243,0.00184764,0.00175597,0.00177433,0.00179151,0.00172171,0.00168797,0.00173457
